"","carat","cut","color","clarity","depth","table","price","x","y","z"
"14092",1.1,"Premium","F","SI1",59.5,59,5717,6.7,6.77,4.01
"34950",0.31,"Ideal","I","SI2",61,56,379,4.39,4.43,2.69
"9030",1.05,"Ideal","I","SI1",62.1,59,4516,6.5,6.47,4.03
"12763",1.21,"Very Good","I","SI1",62.1,56,5324,6.76,6.92,4.25
"1864",0.78,"Ideal","E","SI1",62.7,55,3067,5.87,5.9,3.69
"38509",0.5,"Ideal","I","SI1",59.8,59,1031,5.18,5.15,3.09
"51557",0.71,"Ideal","E","SI2",59.3,56,2388,5.89,5.84,3.48
"7771",0.91,"Very Good","E","SI1",62.1,60,4284,6.21,6.25,3.87
"28901",0.3,"Very Good","H","VVS1",62.2,58,684,4.26,4.29,2.66
"5573",1.14,"Premium","J","SI2",60.4,59,3861,6.8,6.74,4.09
"26429",1.52,"Ideal","G","VVS1",62.4,55,15959,7.3,7.39,4.58
"35529",0.38,"Ideal","E","VS1",61.7,53,905,4.69,4.71,2.9
"19642",2.04,"Very Good","I","I1",59.3,61,8257,8.25,8.3,4.91
"3187",0.71,"Ideal","E","VS2",61.1,56,3342,5.77,5.79,3.53
"43519",0.61,"Ideal","F","SI2",61.3,55,1424,5.47,5.55,3.38
"49415",0.7,"Very Good","H","VS2",62.1,55,2106,5.66,5.71,3.53
"28391",0.33,"Ideal","H","VS2",60.7,57,668,4.5,4.46,2.72
"2409",0.72,"Ideal","D","VS2",62.1,57,3179,5.69,5.75,3.55
"41666",0.61,"Good","I","VS2",63.7,60,1239,5.34,5.28,3.38
"36601",0.32,"Ideal","G","SI1",61.3,56,477,4.39,4.42,2.7
"127",0.91,"Premium","H","SI1",61.4,56,2763,6.09,5.97,3.7
"22439",1.53,"Very Good","H","SI1",61.1,57,10468,7.44,7.45,4.55
"26068",2.25,"Good","J","SI1",62.4,61,15287,8.29,8.35,5.19
"50249",0.7,"Fair","I","VS1",60.2,66,2234,5.77,5.62,3.44
"37144",0.32,"Ideal","E","VS1",61.9,56,972,4.41,4.38,2.72
"17293",1.3,"Ideal","G","VS1",62.4,56,6928,7.03,6.95,4.36
"14834",1.25,"Premium","I","VS2",61,59,5975,6.89,6.98,4.23
"8938",1.01,"Premium","F","SI2",62.8,60,4497,6.4,6.33,4
"22536",1.51,"Very Good","G","SI1",59.6,60,10576,7.42,7.45,4.43
"36431",0.31,"Ideal","D","VS2",61.9,56,942,4.38,4.37,2.71
"35906",0.32,"Ideal","G","IF",61.8,55,918,4.41,4.43,2.73
"49842",0.71,"Premium","H","VS2",61.3,58,2169,5.76,5.82,3.55
"52489",0.73,"Very Good","E","SI1",63.3,60,2523,5.65,5.7,3.59
"46099",0.5,"Ideal","G","VVS2",61.9,58,1741,5.06,5.09,3.14
"17988",1.14,"Premium","F","VS2",62,59,7275,6.71,6.64,4.14
"16521",1,"Very Good","E","VS2",62.1,59,6600,6.34,6.38,3.95
"45644",0.25,"Ideal","G","VVS2",61.5,56,525,4.06,4.08,2.5
"38875",0.4,"Premium","F","VS1",62.5,59,1050,4.69,4.66,2.92
"2559",0.79,"Ideal","D","SI1",61.1,57,3209,5.94,6,3.65
"2187",0.8,"Ideal","F","SI1",61,56,3137,5.98,6.05,3.67
"38336",0.32,"Ideal","E","VVS1",61.9,55,1020,4.41,4.38,2.72
"29815",0.3,"Premium","D","SI1",62.4,60,709,4.26,4.23,2.65
"52718",0.71,"Premium","E","SI1",63,58,2554,5.72,5.68,3.59
"31864",0.3,"Premium","H","VVS2",62.1,52,776,4.31,4.29,2.67
"46790",0.46,"Good","F","IF",57.5,58,1806,5.12,5.18,2.96
"2160",0.97,"Good","J","VS2",64.3,58,3129,6.25,6.22,4.01
"27383",0.41,"Very Good","F","SI2",60.8,58,647,4.78,4.83,2.92
"5880",1.01,"Ideal","J","SI1",62.8,57,3926,6.4,6.44,4.03
"17691",0.91,"Very Good","E","VVS2",61.1,61,7131,6.24,6.2,3.8
"29778",0.3,"Premium","I","VVS1",62.6,60,709,4.28,4.25,2.67
"40002",0.41,"Ideal","F","VS2",62.3,57,1107,4.78,4.75,2.97
"36390",0.31,"Premium","D","VVS1",62.7,58,942,4.31,4.3,2.7
"51977",0.26,"Very Good","E","VVS1",62.9,61,547,4.01,4.06,2.54
"45883",0.55,"Ideal","F","SI1",61.7,56,1718,5.3,5.26,3.25
"52031",0.71,"Very Good","G","SI1",61.7,59,2448,5.72,5.78,3.55
"1249",0.71,"Very Good","E","VS1",62.7,57,2946,5.69,5.73,3.58
"406",0.29,"Very Good","E","VS1",61.9,55,555,4.28,4.33,2.66
"12315",1,"Ideal","F","SI1",62.7,57,5221,6.44,6.38,4.02
"34296",0.3,"Ideal","D","VS2",60.9,57,857,4.34,4.36,2.65
"39450",0.5,"Very Good","E","SI2",61.5,58,1077,5.03,5.09,3.11
"1879",0.62,"Premium","E","VVS1",61.9,59,3073,5.62,5.5,3.44
"32956",0.24,"Very Good","F","VS2",61.3,54,461,4.02,4.07,2.47
"24039",0.38,"Premium","I","VS2",61.7,59,633,4.6,4.64,2.85
"38213",0.43,"Premium","F","SI1",62.9,60,1016,4.8,4.77,3.01
"5759",1.01,"Premium","F","SI2",63,60,3897,6.35,6.28,3.98
"38833",0.43,"Ideal","E","VS2",62.2,57,1048,4.84,4.8,3
"37879",0.38,"Very Good","D","VS2",63.1,55,1005,4.6,4.59,2.9
"13969",1.01,"Very Good","H","VS1",60.9,55,5687,6.53,6.57,3.99
"14118",1.2,"Very Good","I","VS2",62.5,59,5724,6.73,6.77,4.22
"23043",1.3,"Ideal","G","VVS2",62,57,11073,6.96,7.03,4.34
"9257",0.97,"Premium","F","SI1",62.7,59,4561,6.28,6.31,3.95
"49928",0.7,"Ideal","H","VS2",61.4,54,2184,5.77,5.66,3.51
"5995",1.11,"Very Good","I","SI2",61.2,61,3956,6.65,6.69,4.08
"35420",0.4,"Premium","G","SI1",62.7,59,900,4.71,4.67,2.94
"37535",0.4,"Ideal","E","VVS2",61.5,55,988,4.77,4.79,2.94
"41373",0.51,"Very Good","G","SI1",60.3,61,1220,5.12,5.19,3.11
"5632",0.9,"Very Good","H","VS2",62.8,58,3878,6.13,6.17,3.86
"30423",0.32,"Ideal","H","VVS1",61.6,56,730,4.39,4.41,2.71
"21595",1.5,"Premium","H","SI1",62.4,58,9697,7.33,7.28,4.56
"23527",1.56,"Ideal","H","VS2",61.5,56,11531,7.46,7.5,4.6
"31563",0.38,"Premium","G","VS2",59.3,59,766,4.71,4.74,2.8
"27453",1.7,"Very Good","G","VS2",61.9,55,18107,7.64,7.68,4.74
"50120",0.5,"Ideal","F","VVS2",61.3,59,2210,5.05,5.1,3.11
"22690",0.3,"Very Good","G","VS1",62.5,59,629,4.32,4.25,2.68
"17345",1.35,"Very Good","I","VS2",62.1,62,6961,6.97,7.05,4.35
"25000",1.5,"Very Good","G","VS2",61.1,60,13528,7.4,7.3,4.49
"17399",0.32,"Ideal","G","SI1",61.4,57,612,4.41,4.38,2.7
"27217",1.89,"Ideal","H","VS1",61.6,56,17553,7.92,7.95,4.89
"15817",1.18,"Ideal","E","SI2",60.9,57,6328,6.86,6.89,4.19
"50734",0.74,"Ideal","F","SI2",60.3,58,2295,5.84,5.82,3.51
"11146",1.04,"Ideal","I","SI1",61.9,54,4941,6.51,6.57,4.05
"51226",0.7,"Fair","G","SI1",61.7,66,2352,5.7,5.58,3.48
"12436",1.3,"Good","J","SI1",64,58,5242,6.91,6.84,4.4
"10899",1.02,"Premium","H","SI1",60.5,60,4884,6.58,6.51,3.96
"670",0.77,"Premium","G","VS2",61.3,60,2846,5.91,5.81,3.59
"31550",0.3,"Ideal","E","VVS2",62.3,56,766,4.3,4.34,2.69
"15597",1.33,"Premium","E","SI2",61,60,6256,7.13,7.05,4.33
"5094",1.14,"Ideal","F","I1",61.7,57,3755,6.67,6.7,4.13
"30108",0.32,"Premium","G","VS2",59.8,59,720,4.52,4.48,2.69
"31722",0.4,"Very Good","J","VVS1",61.2,55,772,4.75,4.8,2.92
"17867",1.32,"Ideal","I","VS2",60.8,57,7209,7.07,7.02,4.28
"29163",0.33,"Very Good","E","SI1",63.1,56,693,4.45,4.42,2.8
"50916",0.6,"Ideal","F","VVS2",61.8,57,2318,5.42,5.36,3.33
"29990",0.32,"Ideal","F","VS1",61.6,57,716,4.39,4.42,2.71
"39210",0.54,"Ideal","H","SI1",62,54,1065,5.23,5.28,3.26
"16034",0.3,"Premium","I","VS1",62.9,58,608,4.29,4.26,2.69
"23164",1.53,"Very Good","H","VS2",62.2,58,11178,7.3,7.34,4.55
"26001",1.54,"Very Good","G","VVS2",61.1,55,15225,7.5,7.53,4.59
"24800",2.03,"Premium","I","SI2",63,56,13182,8.12,8.05,5.09
"27556",2.27,"Ideal","G","SI1",61.1,60,18343,8.46,8.42,5.16
"403",0.3,"Very Good","H","SI1",63.4,60,554,4.25,4.23,2.69
"53524",0.77,"Ideal","E","SI2",62.3,57,2689,5.88,5.91,3.67
"48845",0.73,"Very Good","J","SI1",60.1,62,2031,5.85,5.9,3.53
"6780",1.09,"Very Good","F","SI2",58.5,59,4113,6.75,6.8,3.96
"2944",1,"Very Good","J","SI2",63.2,62,3293,6.32,6.27,3.98
"32987",0.38,"Premium","E","SI2",61.6,57,812,4.65,4.61,2.85
"12092",1.17,"Very Good","E","SI2",62.5,59,5163,6.65,6.7,4.17
"39742",0.39,"Premium","F","VS1",60.6,55,1092,4.77,4.73,2.88
"52714",0.63,"Premium","D","VS1",59.2,61,2554,5.6,5.55,3.3
"26896",1.76,"Premium","G","VS2",61.5,58,16879,7.78,7.74,4.77
"16598",1.21,"Ideal","H","SI1",62.1,56,6629,6.81,6.84,4.23
"8619",1.01,"Very Good","E","SI2",62,60,4445,6.36,6.41,3.96
"11446",1.01,"Premium","G","SI1",61.5,59,5006,6.48,6.43,3.97
"48804",0.51,"Ideal","F","VVS2",61.4,56,2025,5.16,5.17,3.17
"46757",0.61,"Premium","G","VS2",63,58,1800,5.43,5.4,3.41
"52619",0.7,"Very Good","H","SI1",61.1,56,2548,5.72,5.76,3.51
"8673",1.02,"Fair","H","VS1",71.8,56,4455,6.04,5.97,4.31
"48497",0.56,"Ideal","F","VS1",61.7,55.1,1981,5.29,5.33,3.27
"43795",0.7,"Good","J","SI1",64.3,56,1442,5.62,5.57,3.6
"2701",0.31,"Ideal","G","VS2",62.2,54,562,4.38,4.4,2.73
"51839",0.78,"Ideal","I","VS2",60.9,57,2422,5.97,5.92,3.62
"22468",1.22,"Premium","F","VVS2",63,56,10494,6.88,6.76,4.3
"50689",0.51,"Very Good","D","VVS2",63.1,58,2289,5.1,5.07,3.21
"33737",0.33,"Ideal","D","VS1",61,56,839,4.45,4.47,2.72
"35159",0.32,"Premium","G","IF",59.4,60,891,4.45,4.47,2.65
"14301",1.03,"Premium","G","SI1",59.5,60,5791,6.6,6.54,3.91
"49807",0.7,"Good","E","SI1",64.3,57,2164,5.63,5.56,3.6
"2331",0.92,"Very Good","J","SI1",62.6,58,3170,6.18,6.22,3.88
"50205",0.8,"Premium","J","SI1",60.1,57,2227,6.03,5.98,3.61
"2980",1.05,"Ideal","G","SI2",59.6,57,3299,6.58,6.53,3.91
"16336",1.01,"Premium","F","VS2",62.8,59,6533,6.41,6.33,4
"23088",1.57,"Premium","G","SI1",59.5,58,11113,7.61,7.56,4.51
"42538",0.4,"Ideal","D","VVS2",62.2,55,1323,4.74,4.72,2.94
"9120",0.93,"Very Good","F","SI1",61.1,58,4534,6.26,6.3,3.84
"20050",0.35,"Ideal","D","SI2",62.4,57,625,4.5,4.47,2.8
"31284",0.32,"Ideal","G","SI2",61.6,56,450,4.44,4.46,2.74
"3770",1.02,"Ideal","G","I1",61.2,56,3459,6.47,6.5,3.97
"8928",1.11,"Ideal","J","SI1",62.4,57,4497,6.57,6.6,4.11
"46475",0.51,"Ideal","H","VVS1",61.4,55,1776,5.13,5.16,3.16
"3687",0.9,"Very Good","I","VS1",62.6,58,3447,6.14,6.17,3.85
"29943",0.29,"Ideal","I","VS1",61.7,56,444,4.22,4.27,2.62
"16463",1.01,"Ideal","D","SI1",63,56,6579,6.36,6.41,4.02
"1978",0.7,"Very Good","D","VS2",60.7,58,3092,5.7,5.73,3.47
"20248",1.55,"Ideal","H","SI2",62.1,57,8678,7.39,7.43,4.6
"1915",0.79,"Ideal","F","SI1",62,55,3081,5.93,5.95,3.68
"569",0.8,"Very Good","I","VS2",62,58,2833,5.86,5.95,3.66
"52191",0.77,"Ideal","H","VS2",62.4,56,2479,5.89,5.85,3.66
"19705",0.37,"Premium","F","SI2",60.7,57,624,4.67,4.62,2.82
"33080",0.47,"Premium","I","SI2",61.5,62,814,5.01,4.95,3.06
"13005",1.21,"Premium","G","SI2",62.7,59,5405,6.74,6.66,4.2
"7405",0.33,"Very Good","G","VS2",62.6,56,579,4.38,4.41,2.75
"26353",0.32,"Ideal","G","VS1",62.3,54,645,4.37,4.39,2.73
"36632",0.53,"Ideal","I","SI2",61.8,54,947,5.22,5.24,3.23
"10374",1.15,"Premium","G","SI1",62,58,4776,6.68,6.77,4.17
"11938",1.05,"Ideal","H","SI1",62.4,57,5128,6.49,6.52,4.06
"49589",0.7,"Premium","E","SI2",59.8,61,2135,5.76,5.74,3.44
"1255",0.76,"Ideal","E","VS1",62.1,57,2947,5.82,5.87,3.63
"44352",0.56,"Ideal","G","VS2",61.2,56,1580,5.29,5.33,3.25
"8330",1,"Good","E","SI2",61,61,4394,6.37,6.44,3.91
"12285",1.01,"Ideal","F","SI1",59.9,60,5215,6.59,6.53,3.93
"15865",1.01,"Ideal","E","SI1",61.1,57,6346,6.5,6.47,3.96
"50936",0.57,"Ideal","E","VS2",61,54,2319,5.43,5.39,3.3
"8373",0.31,"Ideal","F","VS2",60.8,57,583,4.38,4.41,2.67
"15115",1.24,"Very Good","I","SI1",61.4,59,6075,6.86,6.92,4.23
"21012",1.17,"Ideal","G","VVS2",60.6,56,9225,6.87,6.84,4.15
"35346",0.42,"Very Good","H","SI1",63.1,57,898,4.78,4.76,3.01
"52962",0.24,"Very Good","E","VVS1",62.5,59,552,3.96,4.01,2.49
"26608",2.54,"Very Good","H","SI2",63.5,56,16353,8.68,8.65,5.5
"50796",0.71,"Good","I","VS1",63.3,56,2306,5.65,5.69,3.59
"25688",0.36,"Premium","D","SI2",63,59,643,4.52,4.49,2.84
"44853",0.5,"Ideal","H","VS2",61.5,56,1626,5.11,5.13,3.15
"15712",0.24,"Very Good","F","VVS1",62.5,55,608,3.98,4.02,2.49
"21388",0.34,"Ideal","D","SI1",62.3,57,626,4.44,4.48,2.78
"6340",0.9,"Ideal","G","SI2",61.5,57,4032,6.19,6.23,3.82
"618",0.71,"Premium","F","VS1",59.2,58,2839,5.87,5.82,3.46
"4588",0.8,"Ideal","F","VS2",62,55,3653,5.93,6,3.7
"39629",0.35,"Very Good","H","SI1",61,62,491,4.52,4.56,2.77
"4622",1.01,"Premium","I","SI2",59.6,62,3665,6.56,6.5,3.89
"18544",1.52,"Premium","H","SI1",62,60,7559,7.36,7.28,4.54
"23363",0.23,"Ideal","H","VS1",61.2,55,423,3.94,3.97,2.42
"14024",1,"Very Good","G","VS2",62.9,56,5702,6.27,6.42,3.99
"20055",0.31,"Ideal","H","VVS2",62.6,56,625,4.32,4.37,2.72
"47149",0.53,"Ideal","F","VS2",61.7,57,1832,5.23,5.21,3.22
"26524",2.28,"Premium","J","VS1",60.3,58,16174,8.58,8.53,5.16
"3764",1.05,"Premium","J","SI2",60.9,60,3457,6.59,6.51,3.99
"3085",0.81,"Very Good","H","VS1",62.2,57,3314,5.91,5.94,3.69
"28942",0.3,"Ideal","G","VVS2",62.7,57,684,4.26,4.29,2.68
"39630",0.35,"Good","H","SI1",63.1,58,491,4.46,4.51,2.83
"47927",0.56,"Premium","G","VS1",61.2,60,1915,5.3,5.26,3.23
"44120",0.5,"Premium","E","VS2",62.7,59,1559,5.02,5.06,3.16
"11039",0.9,"Ideal","E","SI1",61.7,57,4921,6.18,6.24,3.83
"52275",0.7,"Ideal","I","VVS1",61.8,56,2492,5.72,5.74,3.54
"31897",0.3,"Ideal","G","VS1",62.5,57,776,4.32,4.29,2.69
"41190",0.44,"Ideal","G","VVS1",61.3,56,1202,4.91,4.93,3.01
"6003",1.01,"Premium","H","SI2",62.5,58,3959,6.39,6.35,3.98
"24757",1.54,"Ideal","G","VS2",62,55.6,13110,7.35,7.44,4.59
"34706",0.31,"Premium","F","IF",61.6,58,874,4.33,4.37,2.68
"26890",2.06,"Premium","F","SI2",61.7,59,16857,8.21,8.13,5.04
"50506",0.78,"Very Good","I","SI2",60.6,58,2271,5.92,5.97,3.6
"45793",0.54,"Ideal","H","VS1",61.8,56,1709,5.21,5.25,3.23
"2684",0.9,"Very Good","H","SI1",63.2,61,3242,6.12,6.03,3.84
"2041",0.32,"Good","E","SI1",63.2,56,561,4.35,4.38,2.76
"40492",0.42,"Ideal","F","VVS2",60.6,57,1142,4.82,4.85,2.93
"48236",0.56,"Ideal","F","VS2",61.8,55,1950,5.3,5.34,3.29
"15568",1.11,"Ideal","D","SI2",61.3,56,6241,6.74,6.68,4.12
"1451",0.71,"Very Good","G","VVS2",60.8,58,2977,5.75,5.77,3.5
"33662",0.36,"Ideal","E","VS1",61.4,54,835,4.59,4.63,2.83
"50786",0.55,"Ideal","H","VVS1",61.6,55,2303,5.26,5.29,3.25
"16295",1.2,"Ideal","H","SI1",62.1,56,6518,6.83,6.76,4.22
"24621",1.51,"Premium","G","VS1",62.4,60,12948,7.34,7.3,4.57
"6345",0.9,"Premium","H","VS2",61.6,58,4032,6.26,6.18,3.83
"28751",0.31,"Premium","E","VS2",60.3,58,680,4.37,4.42,2.65
"36555",0.4,"Premium","E","SI1",60.9,60,945,4.77,4.75,2.9
"38176",0.4,"Ideal","F","VVS2",62,56,1015,4.73,4.76,2.94
"36281",0.32,"Good","G","SI1",63.5,56,477,4.35,4.38,2.77
"36586",0.33,"Ideal","G","IF",61.9,55,946,4.44,4.45,2.75
"48608",0.57,"Very Good","D","VS2",61.4,56,1998,5.34,5.37,3.29
"16918",1.24,"Very Good","I","VS1",59.4,58,6754,7.04,7.09,4.2
"11605",1.95,"Premium","H","I1",60.3,59,5045,8.1,8.05,4.87
"29926",0.31,"Ideal","D","VS1",60.6,57,713,4.36,4.39,2.65
"46933",0.52,"Premium","G","VS1",62.4,60,1815,5.12,5.11,3.19
"51444",0.7,"Premium","G","SI1",58.6,62,2375,5.83,5.8,3.41
"10693",1.05,"Good","H","SI1",59.2,60,4845,6.59,6.62,3.91
"1010",0.7,"Good","G","VVS1",59.9,61,2899,5.75,5.81,3.46
"28558",0.3,"Ideal","H","VS1",61.3,56,675,4.33,4.31,2.65
"11670",0.76,"Ideal","E","VVS1",62.2,55,5056,5.86,5.82,3.63
"24162",2.01,"Premium","I","SI2",62,56,12338,8.01,7.87,4.92
"53605",0.81,"Very Good","I","SI1",60.3,58,2701,6,6.04,3.63
"24284",1.54,"Premium","G","VS2",59.8,58,12522,7.45,7.49,4.47
"31043",0.39,"Ideal","I","VVS2",62,56,750,4.67,4.72,2.91
"7740",0.38,"Ideal","I","SI1",62.3,56,581,4.58,4.63,2.87
"5787",1.03,"Very Good","F","SI2",60.2,55,3903,6.53,6.59,3.95
"36507",0.36,"Good","F","VS1",63.6,60,945,4.52,4.47,2.86
"47307",0.26,"Very Good","G","VS2",62.4,57,397,4.09,4.12,2.56
"1008",0.79,"Ideal","G","SI1",62.3,57,2898,5.9,5.85,3.66
"14586",1.05,"Premium","H","VS1",60.1,57,5886,6.62,6.59,3.97
"2173",0.71,"Ideal","D","VS2",60.4,57,3135,5.77,5.82,3.5
"10441",1.09,"Premium","I","VS1",62.3,54,4786,6.65,6.61,4.13
"53532",0.71,"Ideal","D","SI2",61.6,56,2690,5.78,5.82,3.57
"36090",0.44,"Premium","F","VS2",62.2,58,926,4.83,4.88,3.02
"49533",0.6,"Ideal","D","VS2",60.4,57,2125,5.53,5.49,3.33
"8985",0.9,"Good","F","VS1",63.3,59,4508,6.03,6.07,3.83
"33157",0.31,"Very Good","G","VVS1",62.6,61,816,4.28,4.31,2.69
"14417",1.05,"Premium","D","SI1",58.6,60,5821,6.73,6.66,3.92
"31455",0.34,"Premium","E","SI1",59.3,58,765,4.59,4.55,2.71
"19950",1.55,"Ideal","J","VS2",61.4,55,8498,7.41,7.49,4.58
"44090",0.5,"Ideal","E","VS2",61.6,56,1554,5.1,5.13,3.15
"34935",0.28,"Good","J","VVS2",58.4,60,375,4.27,4.33,2.51
"53400",0.72,"Ideal","E","SI1",61.2,56,2666,5.79,5.75,3.53
"249",0.81,"Ideal","G","SI2",61.6,56,2789,5.97,6.01,3.69
"49899",0.65,"Very Good","G","VVS2",61.3,59,2178,5.51,5.61,3.41
"25527",1.61,"Ideal","G","VS1",61.9,55,14341,7.58,7.55,4.68
"6465",1,"Good","F","SI2",61.8,58,4053,6.43,6.48,3.99
"51781",0.7,"Very Good","I","VS1",63.1,57,2411,5.67,5.59,3.55
"51122",0.71,"Very Good","H","SI2",62.2,55.1,2339,5.7,5.72,3.55
"3243",0.7,"Ideal","G","VVS1",61.9,58,3354,5.67,5.74,3.53
"15336",1.02,"Ideal","D","SI1",62.8,56,6158,6.44,6.39,4.03
"6721",0.23,"Very Good","D","VS2",60.2,57,577,4.02,4.07,2.43
"17384",0.34,"Premium","E","SI2",62.5,59,612,4.46,4.43,2.78
"10148",1.25,"Good","I","SI2",63.9,56,4725,6.81,6.77,4.34
"22116",1.1,"Ideal","D","VS1",61.9,56,10144,6.58,6.61,4.09
"25749",2.03,"Fair","G","SI2",64.9,59,14687,7.85,7.99,5.14
"38579",0.4,"Ideal","G","VS2",62.9,56,1035,4.72,4.69,2.96
"16357",0.3,"Premium","H","VS2",62.5,59,608,4.28,4.23,2.66
"52407",0.71,"Ideal","E","SI2",59.5,57,2511,5.87,5.82,3.48
"28665",0.31,"Ideal","G","VVS2",62.1,54,677,4.37,4.39,2.72
"11396",0.34,"Ideal","G","VS2",62.5,57,596,4.46,4.5,2.8
"20553",2,"Very Good","J","SI2",62.1,63,8870,7.96,7.85,4.91
"36745",0.41,"Good","E","VS1",61.3,61,954,4.77,4.79,2.93
"38357",0.33,"Ideal","D","VVS2",60.9,57,1021,4.48,4.46,2.72
"34284",0.23,"Very Good","F","VVS2",58.1,63,468,4.04,4.08,2.36
"44499",0.51,"Ideal","G","VS1",62.2,55,1599,5.13,5.16,3.2
"3536",0.72,"Ideal","E","SI1",60.5,55,3409,5.8,5.86,3.53
"22600",1.3,"Very Good","G","VS1",62.5,58,10654,6.9,6.95,4.33
"36325",0.32,"Ideal","G","VVS2",61.2,56,936,4.42,4.41,2.7
"26131",2.14,"Premium","I","VS2",59.3,59,15418,8.39,8.43,5
"31978",0.26,"Very Good","F","VS2",62.4,58,453,4.06,4.08,2.54
"42742",0.51,"Ideal","E","SI1",62.3,56,1343,5.12,5.15,3.2
"51101",0.56,"Very Good","G","VVS2",62.1,55.6,2336,5.29,5.31,3.29
"14799",1.01,"Good","E","VS2",63.4,56,5954,6.35,6.37,4.03
"4596",0.7,"Ideal","H","VS2",61.9,56,3656,5.68,5.73,3.53
"449",0.78,"Premium","F","SI1",61.5,59,2816,5.96,5.88,3.64
"51846",0.7,"Good","F","SI1",63.8,60,2423,5.63,5.6,3.58
"26739",1.52,"Good","F","VS1",63.4,60,16519,7.25,7.3,4.61
"29902",0.4,"Very Good","G","SI1",61,56,711,4.77,4.8,2.92
"8079",1.01,"Good","D","SI2",57.6,62,4338,6.66,6.56,3.81
"47388",0.54,"Ideal","E","VS2",61.9,55,1847,5.24,5.2,3.23
"52428",0.75,"Very Good","H","VS1",59.3,59,2513,5.87,6,3.52
"6852",1,"Very Good","I","SI1",63,58,4125,6.3,6.33,3.98
"25626",1,"Ideal","D","VVS1",60.7,56,14498,6.47,6.54,3.95
"11304",1.2,"Premium","H","SI1",62.8,56,4980,6.76,6.68,4.22
"6569",1,"Premium","E","SI2",59.1,61,4077,6.44,6.39,3.79
"34345",0.3,"Ideal","E","VVS1",61.7,58,862,4.28,4.31,2.65
"51721",0.7,"Good","F","VS1",64,56,2401,5.6,5.65,3.6
"10351",0.9,"Premium","F","VS1",59,58,4770,6.29,6.33,3.72
"1082",0.73,"Ideal","I","VS1",61.5,55,2908,5.8,5.84,3.58
"34292",0.3,"Ideal","F","VVS1",62.2,53,857,4.3,4.32,2.68
"47843",0.65,"Ideal","H","SI1",61.5,55,1908,5.59,5.63,3.45
"28146",0.3,"Ideal","G","VVS2",61.8,56,665,4.31,4.33,2.67
"3986",0.9,"Very Good","G","SI1",63.2,62,3512,6.19,6.09,3.88
"13466",1.27,"Very Good","J","VS2",62.7,58,5530,6.88,6.91,4.32
"43282",0.3,"Premium","G","SI2",58.1,61,506,4.47,4.41,2.58
"30711",0.33,"Ideal","E","VS2",61.3,55,738,4.46,4.5,2.75
"28712",0.23,"Premium","E","VVS2",61.8,58,680,3.94,3.92,2.43
"117",0.8,"Premium","F","SI2",61.7,58,2762,5.98,5.94,3.68
"34874",0.3,"Premium","G","VVS2",61.8,59,878,4.26,4.22,2.62
"41421",0.58,"Premium","F","SI2",63,56,1226,5.34,5.26,3.34
"17381",0.34,"Premium","E","SI2",61.7,58,612,4.54,4.5,2.79
"18738",1.34,"Very Good","H","SI1",61.6,59,7655,7.04,7.09,4.35
"52546",0.76,"Very Good","F","SI1",62.7,57,2533,5.81,5.86,3.66
"25721",2.01,"Very Good","I","SI2",60.5,59,14637,8.19,8.26,4.98
"18014",1.01,"Premium","E","VS2",59.2,59,7287,6.67,6.6,3.93
"21453",1.49,"Very Good","H","VS2",62.7,60,9552,7.24,7.31,4.56
"26530",2.11,"Very Good","G","SI2",62.2,60,16188,8.15,8.19,5.08
"18553",1.24,"Good","E","SI1",63.5,55,7563,6.82,6.86,4.35
"42288",0.25,"Good","E","VVS2",61.2,62,505,4.04,4.07,2.48
"45779",0.51,"Ideal","G","VS1",61.5,54.9,1708,5.13,5.25,3.17
"19079",1.33,"Ideal","H","VS2",62.6,57,7850,7.02,6.98,4.38
"48841",0.55,"Ideal","D","VS2",61.8,54,2030,5.29,5.26,3.26
"49855",0.63,"Premium","E","VS1",60.4,58,2171,5.59,5.64,3.39
"29587",0.32,"Ideal","D","VS1",60.4,56,706,4.44,4.46,2.69
"19525",1.02,"Ideal","F","VS1",62.6,54,8157,6.45,6.41,4.02
"42515",0.48,"Premium","E","VS2",62.5,61,1323,5.01,4.97,3.12
"15267",1.2,"Premium","H","SI1",61.2,57,6129,6.91,6.78,4.19
"42129",0.48,"Premium","F","VS2",61.3,60,1279,5.01,4.97,3.06
"37051",0.36,"Very Good","E","VVS2",61.8,58,968,4.55,4.58,2.82
"20992",1.03,"Premium","E","VVS2",59.7,56,9205,6.64,6.56,3.94
"48213",0.76,"Very Good","J","VS2",59.9,59,1949,5.92,5.94,3.55
"18881",1.2,"Very Good","G","VS2",63.3,58,7741,6.74,6.66,4.24
"778",0.75,"Fair","F","VS1",55.8,70,2859,6.09,5.98,3.37
"48854",0.82,"Good","J","SI1",57.5,62,2033,6.2,6.25,3.58
"36048",0.31,"Ideal","E","VVS1",61.8,56,924,4.34,4.36,2.69
"8715",0.37,"Ideal","G","SI1",61.4,55,586,4.63,4.68,2.86
"11732",1,"Good","G","VS2",62.7,58,5068,6.24,6.33,3.94
"16789",1.08,"Premium","G","VS1",62,60,6689,6.55,6.51,4.05
"41851",0.53,"Ideal","G","SI1",61.8,58,1255,5.16,5.19,3.2
"15695",0.29,"Ideal","H","VVS1",62.1,55,607,4.28,4.3,2.66
"14556",1.2,"Ideal","I","VS2",61.5,57,5880,6.8,6.75,4.17
